Depot A 1 traded 1 product A for 14$. New balance is 119, stock remaining is 34
Depot B 39 traded 1 product B for 12$. New balance is 246, stock remaining is 24
Depot B 39 traded 1 product B for 12$. New balance is 258, stock remaining is 23
Depot B 39 traded 1 product B for 12$. New balance is 270, stock remaining is 22
Depot B 39 traded 1 product B for 12$. New balance is 282, stock remaining is 21
Depot B 39 traded 1 product B for 12$. New balance is 294, stock remaining is 20
Depot B 39 traded 1 product B for 12$. New balance is 306, stock remaining is 19
Depot B 39 traded 1 product B for 12$. New balance is 318, stock remaining is 18
Depot B 39 traded 1 product B for 12$. New balance is 330, stock remaining is 17
Depot B 39 traded 1 product B for 12$. New balance is 342, stock remaining is 16
Depot B 39 traded 1 product B for 12$. New balance is 354, stock remaining is 15
Depot B 40 traded 1 product B for 8$. New balance is 62, stock remaining is 38
Depot B 40 traded 1 product B for 8$. New balance is 70, stock remaining is 37
Depot B 40 traded 1 product B for 8$. New balance is 78, stock remaining is 36
Depot B 40 traded 1 product B for 8$. New balance is 86, stock remaining is 35
Depot B 40 traded 1 product B for 8$. New balance is 94, stock remaining is 34
Depot B 40 traded 1 product B for 8$. New balance is 102, stock remaining is 33
Depot B 40 traded 1 product B for 8$. New balance is 110, stock remaining is 32
Depot B 40 traded 1 product B for 8$. New balance is 118, stock remaining is 31
Depot B 40 traded 1 product B for 8$. New balance is 126, stock remaining is 30
Depot B 40 traded 1 product B for 8$. New balance is 134, stock remaining is 29
Depot B 40 traded 1 product B for 8$. New balance is 142, stock remaining is 28
Depot B 40 traded 1 product B for 8$. New balance is 150, stock remaining is 27
Depot B 40 traded 1 product B for 8$. New balance is 158, stock remaining is 26
Depot B 40 traded 1 product B for 8$. New balance is 166, stock remaining is 25
Depot B 40 traded 1 product B for 8$. New balance is 174, stock remaining is 24
Depot B 40 traded 1 product B for 8$. New balance is 182, stock remaining is 23
Depot B 40 traded 1 product B for 8$. New balance is 190, stock remaining is 22
Depot B 40 traded 1 product B for 8$. New balance is 198, stock remaining is 21
Depot B 40 traded 1 product B for 8$. New balance is 206, stock remaining is 20
Depot B 40 traded 1 product B for 8$. New balance is 214, stock remaining is 19
Depot B 40 traded 1 product B for 8$. New balance is 222, stock remaining is 18
Depot B 40 traded 1 product B for 8$. New balance is 230, stock remaining is 17
Depot B 40 traded 1 product B for 8$. New balance is 238, stock remaining is 16
Depot B 40 traded 1 product B for 8$. New balance is 246, stock remaining is 15
Depot B 42 traded 1 product B for 10$. New balance is 95, stock remaining is 30
Depot B 42 traded 1 product B for 10$. New balance is 105, stock remaining is 29
Depot B 42 traded 1 product B for 10$. New balance is 115, stock remaining is 28
Depot B 42 traded 1 product B for 10$. New balance is 125, stock remaining is 27
Depot B 42 traded 1 product B for 10$. New balance is 135, stock remaining is 26
Depot B 42 traded 1 product B for 10$. New balance is 145, stock remaining is 25
Depot B 42 traded 1 product B for 10$. New balance is 155, stock remaining is 24
Depot B 42 traded 1 product B for 10$. New balance is 165, stock remaining is 23
Depot B 42 traded 1 product B for 10$. New balance is 175, stock remaining is 22
Depot B 42 traded 1 product B for 10$. New balance is 185, stock remaining is 21
Depot B 42 traded 1 product B for 10$. New balance is 195, stock remaining is 20
Depot B 42 traded 1 product B for 10$. New balance is 205, stock remaining is 19
Depot B 42 traded 1 product B for 10$. New balance is 215, stock remaining is 18
Depot B 42 traded 1 product B for 10$. New balance is 225, stock remaining is 17
Depot B 42 traded 1 product B for 10$. New balance is 235, stock remaining is 16
Depot B 42 traded 1 product B for 10$. New balance is 245, stock remaining is 15
Depot B 43 traded 1 product B for 20$. New balance is 70, stock remaining is 22
Depot B 43 traded 1 product B for 20$. New balance is 90, stock remaining is 21
Depot B 43 traded 1 product B for 20$. New balance is 110, stock remaining is 20
Depot B 43 traded 1 product B for 20$. New balance is 130, stock remaining is 19
Depot B 43 traded 1 product B for 20$. New balance is 150, stock remaining is 18
Depot B 43 traded 1 product B for 20$. New balance is 170, stock remaining is 17
Depot B 43 traded 1 product B for 20$. New balance is 190, stock remaining is 16
Depot B 43 traded 1 product B for 20$. New balance is 210, stock remaining is 15
Depot B 44 traded 1 product B for 18$. New balance is 106, stock remaining is 36
Depot B 44 traded 1 product B for 18$. New balance is 124, stock remaining is 35
Depot B 44 traded 1 product B for 18$. New balance is 142, stock remaining is 34
Depot B 44 traded 1 product B for 18$. New balance is 160, stock remaining is 33
Depot B 44 traded 1 product B for 18$. New balance is 178, stock remaining is 32
Depot B 44 traded 1 product B for 18$. New balance is 196, stock remaining is 31
Depot B 44 traded 1 product B for 18$. New balance is 214, stock remaining is 30
Depot B 44 traded 1 product B for 18$. New balance is 232, stock remaining is 29
Depot B 44 traded 1 product B for 18$. New balance is 250, stock remaining is 28
Depot B 44 traded 1 product B for 18$. New balance is 268, stock remaining is 27
Depot B 44 traded 1 product B for 18$. New balance is 286, stock remaining is 26
Depot B 44 traded 1 product B for 18$. New balance is 304, stock remaining is 25
Depot B 44 traded 1 product B for 18$. New balance is 322, stock remaining is 24
Depot B 44 traded 1 product B for 18$. New balance is 340, stock remaining is 23
Depot B 44 traded 1 product B for 18$. New balance is 358, stock remaining is 22
Depot B 44 traded 1 product B for 18$. New balance is 376, stock remaining is 21
Depot B 44 traded 1 product B for 18$. New balance is 394, stock remaining is 20
Depot B 44 traded 1 product B for 18$. New balance is 412, stock remaining is 19
Depot B 44 traded 1 product B for 18$. New balance is 430, stock remaining is 18
Depot B 44 traded 1 product B for 18$. New balance is 448, stock remaining is 17
Depot B 44 traded 1 product B for 18$. New balance is 466, stock remaining is 16
Depot B 44 traded 1 product B for 18$. New balance is 484, stock remaining is 15
Depot B 45 traded 1 product B for 14$. New balance is 101, stock remaining is 26
Depot B 45 traded 1 product B for 14$. New balance is 115, stock remaining is 25
Depot B 45 traded 1 product B for 14$. New balance is 129, stock remaining is 24
Depot B 45 traded 1 product B for 14$. New balance is 143, stock remaining is 23
Depot B 45 traded 1 product B for 14$. New balance is 157, stock remaining is 22
Depot B 45 traded 1 product B for 14$. New balance is 171, stock remaining is 21
Depot B 45 traded 1 product B for 14$. New balance is 185, stock remaining is 20
Depot B 45 traded 1 product B for 14$. New balance is 199, stock remaining is 19
Depot B 45 traded 1 product B for 14$. New balance is 213, stock remaining is 18
Depot B 45 traded 1 product B for 14$. New balance is 227, stock remaining is 17
Depot B 45 traded 1 product B for 14$. New balance is 241, stock remaining is 16
Depot B 45 traded 1 product B for 14$. New balance is 255, stock remaining is 15
Depot B 46 traded 1 product B for 10$. New balance is 81, stock remaining is 20
Depot B 46 traded 1 product B for 10$. New balance is 91, stock remaining is 19
Depot B 46 traded 1 product B for 10$. New balance is 101, stock remaining is 18
Depot B 46 traded 1 product B for 10$. New balance is 111, stock remaining is 17
Depot B 46 traded 1 product B for 10$. New balance is 121, stock remaining is 16
Depot B 46 traded 1 product B for 10$. New balance is 131, stock remaining is 15
Depot B 48 traded 1 product B for 12$. New balance is 100, stock remaining is 21
Depot B 48 traded 1 product B for 12$. New balance is 112, stock remaining is 20
Depot B 48 traded 1 product B for 12$. New balance is 124, stock remaining is 19
Depot B 48 traded 1 product B for 12$. New balance is 136, stock remaining is 18
Depot B 48 traded 1 product B for 12$. New balance is 148, stock remaining is 17
Depot B 48 traded 1 product B for 12$. New balance is 160, stock remaining is 16
Depot B 48 traded 1 product B for 12$. New balance is 172, stock remaining is 15
Depot B 49 traded 1 product B for 6$. New balance is 101, stock remaining is 20
Depot B 49 traded 1 product B for 6$. New balance is 107, stock remaining is 19
Depot B 49 traded 1 product B for 6$. New balance is 113, stock remaining is 18
Depot B 49 traded 1 product B for 6$. New balance is 119, stock remaining is 17
Depot B 49 traded 1 product B for 6$. New balance is 125, stock remaining is 16
Depot B 49 traded 1 product B for 6$. New balance is 131, stock remaining is 15
Depot B 50 traded 1 product B for 12$. New balance is 74, stock remaining is 39
Depot B 50 traded 1 product B for 12$. New balance is 86, stock remaining is 38
Depot B 50 traded 1 product B for 12$. New balance is 98, stock remaining is 37
Depot B 50 traded 1 product B for 12$. New balance is 110, stock remaining is 36
Depot B 50 traded 1 product B for 12$. New balance is 122, stock remaining is 35
Depot B 50 traded 1 product B for 12$. New balance is 134, stock remaining is 34
Depot B 50 traded 1 product B for 12$. New balance is 146, stock remaining is 33
Depot B 50 traded 1 product B for 12$. New balance is 158, stock remaining is 32
Depot B 50 traded 1 product B for 12$. New balance is 170, stock remaining is 31
Depot B 50 traded 1 product B for 12$. New balance is 182, stock remaining is 30
Depot B 50 traded 1 product B for 12$. New balance is 194, stock remaining is 29
Depot B 50 traded 1 product B for 12$. New balance is 206, stock remaining is 28
Depot B 50 traded 1 product B for 12$. New balance is 218, stock remaining is 27
Depot B 50 traded 1 product B for 12$. New balance is 230, stock remaining is 26
Depot B 50 traded 1 product B for 12$. New balance is 242, stock remaining is 25
Depot B 50 traded 1 product B for 12$. New balance is 254, stock remaining is 24
Depot B 50 traded 1 product B for 12$. New balance is 266, stock remaining is 23
Depot B 50 traded 1 product B for 12$. New balance is 278, stock remaining is 22
Depot B 50 traded 1 product B for 12$. New balance is 290, stock remaining is 21
Depot B 50 traded 1 product B for 12$. New balance is 302, stock remaining is 20
Depot B 50 traded 1 product B for 12$. New balance is 314, stock remaining is 19
Depot B 50 traded 1 product B for 12$. New balance is 326, stock remaining is 18
Depot B 50 traded 1 product B for 12$. New balance is 338, stock remaining is 17
Depot B 50 traded 1 product B for 12$. New balance is 350, stock remaining is 16
Depot B 50 traded 1 product B for 12$. New balance is 362, stock remaining is 15
Depot C 1 traded 1 product C for 14$. New balance is 73, stock remaining is 23
Depot C 1 traded 1 product C for 14$. New balance is 87, stock remaining is 22
Depot C 1 traded 1 product C for 14$. New balance is 101, stock remaining is 21
Depot C 1 traded 1 product C for 14$. New balance is 115, stock remaining is 20
Depot C 1 traded 1 product C for 14$. New balance is 129, stock remaining is 19
Depot C 1 traded 1 product C for 14$. New balance is 143, stock remaining is 18
Depot C 1 traded 1 product C for 14$. New balance is 157, stock remaining is 17
Depot C 1 traded 1 product C for 14$. New balance is 171, stock remaining is 16
Depot C 1 traded 1 product C for 14$. New balance is 185, stock remaining is 15
Depot C 2 traded 1 product C for 4$. New balance is 75, stock remaining is 21
Depot C 2 traded 1 product C for 4$. New balance is 79, stock remaining is 20
Depot C 2 traded 1 product C for 4$. New balance is 83, stock remaining is 19
Depot C 2 traded 1 product C for 4$. New balance is 87, stock remaining is 18
Depot C 2 traded 1 product C for 4$. New balance is 91, stock remaining is 17
Depot C 2 traded 1 product C for 4$. New balance is 95, stock remaining is 16
Depot C 2 traded 1 product C for 4$. New balance is 99, stock remaining is 15
Depot C 5 traded 1 product C for 10$. New balance is 107, stock remaining is 29
Depot C 5 traded 1 product C for 10$. New balance is 117, stock remaining is 28
Depot C 5 traded 1 product C for 10$. New balance is 127, stock remaining is 27
Depot C 5 traded 1 product C for 10$. New balance is 137, stock remaining is 26
Depot C 5 traded 1 product C for 10$. New balance is 147, stock remaining is 25
Depot C 5 traded 1 product C for 10$. New balance is 157, stock remaining is 24
Depot C 5 traded 1 product C for 10$. New balance is 167, stock remaining is 23
Depot C 5 traded 1 product C for 10$. New balance is 177, stock remaining is 22
Depot C 5 traded 1 product C for 10$. New balance is 187, stock remaining is 21
Depot C 5 traded 1 product C for 10$. New balance is 197, stock remaining is 20
Depot C 5 traded 1 product C for 10$. New balance is 207, stock remaining is 19
Depot C 5 traded 1 product C for 10$. New balance is 217, stock remaining is 18
Depot C 5 traded 1 product C for 10$. New balance is 227, stock remaining is 17
Depot C 5 traded 1 product C for 10$. New balance is 237, stock remaining is 16
Depot C 5 traded 1 product C for 10$. New balance is 247, stock remaining is 15
Depot C 9 traded 1 product C for 20$. New balance is 100, stock remaining is 35
Depot C 9 traded 1 product C for 20$. New balance is 120, stock remaining is 34
Depot C 9 traded 1 product C for 20$. New balance is 140, stock remaining is 33
Depot C 9 traded 1 product C for 20$. New balance is 160, stock remaining is 32
Depot C 9 traded 1 product C for 20$. New balance is 180, stock remaining is 31
Depot C 9 traded 1 product C for 20$. New balance is 200, stock remaining is 30
Depot C 9 traded 1 product C for 20$. New balance is 220, stock remaining is 29
Depot C 9 traded 1 product C for 20$. New balance is 240, stock remaining is 28
Depot C 9 traded 1 product C for 20$. New balance is 260, stock remaining is 27
Depot C 9 traded 1 product C for 20$. New balance is 280, stock remaining is 26
Depot C 9 traded 1 product C for 20$. New balance is 300, stock remaining is 25
Depot C 9 traded 1 product C for 20$. New balance is 320, stock remaining is 24
Depot C 9 traded 1 product C for 20$. New balance is 340, stock remaining is 23
Depot C 9 traded 1 product C for 20$. New balance is 360, stock remaining is 22
Depot C 9 traded 1 product C for 20$. New balance is 380, stock remaining is 21
Depot C 9 traded 1 product C for 20$. New balance is 400, stock remaining is 20
Depot C 9 traded 1 product C for 20$. New balance is 420, stock remaining is 19
Depot C 9 traded 1 product C for 20$. New balance is 440, stock remaining is 18
Depot C 9 traded 1 product C for 20$. New balance is 460, stock remaining is 17
Depot C 9 traded 1 product C for 20$. New balance is 480, stock remaining is 16
Depot C 9 traded 1 product C for 20$. New balance is 500, stock remaining is 15
Depot C 10 traded 1 product C for 6$. New balance is 82, stock remaining is 39
Depot C 10 traded 1 product C for 6$. New balance is 88, stock remaining is 38
Depot C 10 traded 1 product C for 6$. New balance is 94, stock remaining is 37
Depot C 10 traded 1 product C for 6$. New balance is 100, stock remaining is 36
Depot C 10 traded 1 product C for 6$. New balance is 106, stock remaining is 35
Depot C 10 traded 1 product C for 6$. New balance is 112, stock remaining is 34
Depot C 10 traded 1 product C for 6$. New balance is 118, stock remaining is 33
Depot C 10 traded 1 product C for 6$. New balance is 124, stock remaining is 32
Depot C 10 traded 1 product C for 6$. New balance is 130, stock remaining is 31
Depot C 10 traded 1 product C for 6$. New balance is 136, stock remaining is 30
Depot C 10 traded 1 product C for 6$. New balance is 142, stock remaining is 29
Depot C 10 traded 1 product C for 6$. New balance is 148, stock remaining is 28
Depot C 10 traded 1 product C for 6$. New balance is 154, stock remaining is 27
Depot C 10 traded 1 product C for 6$. New balance is 160, stock remaining is 26
Depot C 10 traded 1 product C for 6$. New balance is 166, stock remaining is 25
Depot C 10 traded 1 product C for 6$. New balance is 172, stock remaining is 24
Depot C 10 traded 1 product C for 6$. New balance is 178, stock remaining is 23
Depot C 10 traded 1 product C for 6$. New balance is 184, stock remaining is 22
Depot C 10 traded 1 product C for 6$. New balance is 190, stock remaining is 21
Depot C 10 traded 1 product C for 6$. New balance is 196, stock remaining is 20
Depot C 10 traded 1 product C for 6$. New balance is 202, stock remaining is 19
Depot C 10 traded 1 product C for 6$. New balance is 208, stock remaining is 18
Depot C 10 traded 1 product C for 6$. New balance is 214, stock remaining is 17
Depot C 10 traded 1 product C for 6$. New balance is 220, stock remaining is 16
Depot C 10 traded 1 product C for 6$. New balance is 226, stock remaining is 15
Depot C 13 traded 1 product C for 14$. New balance is 88, stock remaining is 32
Depot C 13 traded 1 product C for 14$. New balance is 102, stock remaining is 31
Depot C 13 traded 1 product C for 14$. New balance is 116, stock remaining is 30
Depot C 13 traded 1 product C for 14$. New balance is 130, stock remaining is 29
Depot C 13 traded 1 product C for 14$. New balance is 144, stock remaining is 28
Depot C 13 traded 1 product C for 14$. New balance is 158, stock remaining is 27
Depot C 13 traded 1 product C for 14$. New balance is 172, stock remaining is 26
Depot C 13 traded 1 product C for 14$. New balance is 186, stock remaining is 25
Depot C 13 traded 1 product C for 14$. New balance is 200, stock remaining is 24
Depot C 13 traded 1 product C for 14$. New balance is 214, stock remaining is 23
Depot C 13 traded 1 product C for 14$. New balance is 228, stock remaining is 22
Depot C 13 traded 1 product C for 14$. New balance is 242, stock remaining is 21
Depot C 13 traded 1 product C for 14$. New balance is 256, stock remaining is 20
Depot C 13 traded 1 product C for 14$. New balance is 270, stock remaining is 19
Depot C 13 traded 1 product C for 14$. New balance is 284, stock remaining is 18
Depot C 13 traded 1 product C for 14$. New balance is 298, stock remaining is 17
Depot C 13 traded 1 product C for 14$. New balance is 312, stock remaining is 16
Depot C 13 traded 1 product C for 14$. New balance is 326, stock remaining is 15
Depot C 14 traded 1 product C for 2$. New balance is 79, stock remaining is 33
Depot C 14 traded 1 product C for 2$. New balance is 81, stock remaining is 32
Depot C 14 traded 1 product C for 2$. New balance is 83, stock remaining is 31
Depot C 14 traded 1 product C for 2$. New balance is 85, stock remaining is 30
Depot C 14 traded 1 product C for 2$. New balance is 87, stock remaining is 29
Depot C 14 traded 1 product C for 2$. New balance is 89, stock remaining is 28
Depot C 14 traded 1 product C for 2$. New balance is 91, stock remaining is 27
Depot C 14 traded 1 product C for 2$. New balance is 93, stock remaining is 26
Depot C 14 traded 1 product C for 2$. New balance is 95, stock remaining is 25
Depot C 14 traded 1 product C for 2$. New balance is 97, stock remaining is 24
Depot C 14 traded 1 product C for 2$. New balance is 99, stock remaining is 23
Depot C 14 traded 1 product C for 2$. New balance is 101, stock remaining is 22
Depot C 14 traded 1 product C for 2$. New balance is 103, stock remaining is 21
Depot C 14 traded 1 product C for 2$. New balance is 105, stock remaining is 20
Depot C 14 traded 1 product C for 2$. New balance is 107, stock remaining is 19
Depot C 14 traded 1 product C for 2$. New balance is 109, stock remaining is 18
Depot C 14 traded 1 product C for 2$. New balance is 111, stock remaining is 17
Depot C 14 traded 1 product C for 2$. New balance is 113, stock remaining is 16
Depot C 14 traded 1 product C for 2$. New balance is 115, stock remaining is 15
Depot C 15 traded 1 product C for 6$. New balance is 67, stock remaining is 25
Depot C 15 traded 1 product C for 6$. New balance is 73, stock remaining is 24
Depot C 15 traded 1 product C for 6$. New balance is 79, stock remaining is 23
Depot C 15 traded 1 product C for 6$. New balance is 85, stock remaining is 22
Depot C 15 traded 1 product C for 6$. New balance is 91, stock remaining is 21
Depot C 15 traded 1 product C for 6$. New balance is 97, stock remaining is 20
Depot C 15 traded 1 product C for 6$. New balance is 103, stock remaining is 19
Depot C 15 traded 1 product C for 6$. New balance is 109, stock remaining is 18
Depot C 15 traded 1 product C for 6$. New balance is 115, stock remaining is 17
Depot C 15 traded 1 product C for 6$. New balance is 121, stock remaining is 16
Depot C 15 traded 1 product C for 6$. New balance is 127, stock remaining is 15
Depot C 18 traded 1 product C for 8$. New balance is 71, stock remaining is 33
Depot C 18 traded 1 product C for 8$. New balance is 79, stock remaining is 32
Depot C 18 traded 1 product C for 8$. New balance is 87, stock remaining is 31
Depot C 18 traded 1 product C for 8$. New balance is 95, stock remaining is 30
Depot C 18 traded 1 product C for 8$. New balance is 103, stock remaining is 29
Depot C 18 traded 1 product C for 8$. New balance is 111, stock remaining is 28
Depot C 18 traded 1 product C for 8$. New balance is 119, stock remaining is 27
Depot C 18 traded 1 product C for 8$. New balance is 127, stock remaining is 26
Depot C 18 traded 1 product C for 8$. New balance is 135, stock remaining is 25
Depot C 18 traded 1 product C for 8$. New balance is 143, stock remaining is 24
Depot C 18 traded 1 product C for 8$. New balance is 151, stock remaining is 23
Depot C 18 traded 1 product C for 8$. New balance is 159, stock remaining is 22
Depot C 18 traded 1 product C for 8$. New balance is 167, stock remaining is 21
Depot C 18 traded 1 product C for 8$. New balance is 175, stock remaining is 20
Depot C 18 traded 1 product C for 8$. New balance is 183, stock remaining is 19
Depot C 18 traded 1 product C for 8$. New balance is 191, stock remaining is 18
Depot C 18 traded 1 product C for 8$. New balance is 199, stock remaining is 17
Depot C 18 traded 1 product C for 8$. New balance is 207, stock remaining is 16
Depot C 18 traded 1 product C for 8$. New balance is 215, stock remaining is 15
Depot C 19 traded 1 product C for 18$. New balance is 74, stock remaining is 37
Depot C 19 traded 1 product C for 18$. New balance is 92, stock remaining is 36
Depot C 19 traded 1 product C for 18$. New balance is 110, stock remaining is 35
Depot C 19 traded 1 product C for 18$. New balance is 128, stock remaining is 34
Depot C 19 traded 1 product C for 18$. New balance is 146, stock remaining is 33
Depot C 19 traded 1 product C for 18$. New balance is 164, stock remaining is 32
Depot C 19 traded 1 product C for 18$. New balance is 182, stock remaining is 31
Depot C 19 traded 1 product C for 18$. New balance is 200, stock remaining is 30
Depot C 19 traded 1 product C for 18$. New balance is 218, stock remaining is 29
Depot C 19 traded 1 product C for 18$. New balance is 236, stock remaining is 28
Depot C 19 traded 1 product C for 18$. New balance is 254, stock remaining is 27
Depot C 19 traded 1 product C for 18$. New balance is 272, stock remaining is 26
Depot C 19 traded 1 product C for 18$. New balance is 290, stock remaining is 25
Depot C 19 traded 1 product C for 18$. New balance is 308, stock remaining is 24
Depot C 19 traded 1 product C for 18$. New balance is 326, stock remaining is 23
Depot C 19 traded 1 product C for 18$. New balance is 344, stock remaining is 22
Depot C 19 traded 1 product C for 18$. New balance is 362, stock remaining is 21
Depot C 19 traded 1 product C for 18$. New balance is 380, stock remaining is 20
Depot C 19 traded 1 product C for 18$. New balance is 398, stock remaining is 19
Depot C 19 traded 1 product C for 18$. New balance is 416, stock remaining is 18
Depot C 19 traded 1 product C for 18$. New balance is 434, stock remaining is 17
Depot C 19 traded 1 product C for 18$. New balance is 452, stock remaining is 16
Depot C 19 traded 1 product C for 18$. New balance is 470, stock remaining is 15
Depot C 20 traded 1 product C for 8$. New balance is 73, stock remaining is 19
Depot C 20 traded 1 product C for 8$. New balance is 81, stock remaining is 18
Depot C 20 traded 1 product C for 8$. New balance is 89, stock remaining is 17
Depot C 20 traded 1 product C for 8$. New balance is 97, stock remaining is 16
Depot C 20 traded 1 product C for 8$. New balance is 105, stock remaining is 15
Depot C 21 traded 1 product C for 2$. New balance is 91, stock remaining is 33
Depot C 21 traded 1 product C for 2$. New balance is 93, stock remaining is 32
Depot C 21 traded 1 product C for 2$. New balance is 95, stock remaining is 31
Depot C 21 traded 1 product C for 2$. New balance is 97, stock remaining is 30
Depot C 21 traded 1 product C for 2$. New balance is 99, stock remaining is 29
Depot C 21 traded 1 product C for 2$. New balance is 101, stock remaining is 28
Depot C 21 traded 1 product C for 2$. New balance is 103, stock remaining is 27
Depot C 21 traded 1 product C for 2$. New balance is 105, stock remaining is 26
Depot C 21 traded 1 product C for 2$. New balance is 107, stock remaining is 25
Depot C 21 traded 1 product C for 2$. New balance is 109, stock remaining is 24
Depot C 21 traded 1 product C for 2$. New balance is 111, stock remaining is 23
Depot C 21 traded 1 product C for 2$. New balance is 113, stock remaining is 22
Depot C 21 traded 1 product C for 2$. New balance is 115, stock remaining is 21
Depot C 21 traded 1 product C for 2$. New balance is 117, stock remaining is 20
Depot C 21 traded 1 product C for 2$. New balance is 119, stock remaining is 19
Depot C 21 traded 1 product C for 2$. New balance is 121, stock remaining is 18
Depot C 21 traded 1 product C for 2$. New balance is 123, stock remaining is 17
Depot C 21 traded 1 product C for 2$. New balance is 125, stock remaining is 16
Depot C 21 traded 1 product C for 2$. New balance is 127, stock remaining is 15
Depot C 23 traded 1 product C for 4$. New balance is 57, stock remaining is 30
Depot C 23 traded 1 product C for 4$. New balance is 61, stock remaining is 29
Depot C 23 traded 1 product C for 4$. New balance is 65, stock remaining is 28
Depot C 23 traded 1 product C for 4$. New balance is 69, stock remaining is 27
Depot C 23 traded 1 product C for 4$. New balance is 73, stock remaining is 26
Depot C 23 traded 1 product C for 4$. New balance is 77, stock remaining is 25
Depot C 23 traded 1 product C for 4$. New balance is 81, stock remaining is 24
Depot C 23 traded 1 product C for 4$. New balance is 85, stock remaining is 23
Depot C 23 traded 1 product C for 4$. New balance is 89, stock remaining is 22
Depot C 23 traded 1 product C for 4$. New balance is 93, stock remaining is 21
Depot C 23 traded 1 product C for 4$. New balance is 97, stock remaining is 20
Depot C 23 traded 1 product C for 4$. New balance is 101, stock remaining is 19
Depot C 23 traded 1 product C for 4$. New balance is 105, stock remaining is 18
Depot C 23 traded 1 product C for 4$. New balance is 109, stock remaining is 17
Depot C 23 traded 1 product C for 4$. New balance is 113, stock remaining is 16
Depot C 23 traded 1 product C for 4$. New balance is 117, stock remaining is 15
Depot C 24 traded 1 product C for 8$. New balance is 87, stock remaining is 15
Depot C 25 traded 1 product C for 6$. New balance is 63, stock remaining is 27
Depot C 25 traded 1 product C for 6$. New balance is 69, stock remaining is 26
Depot C 25 traded 1 product C for 6$. New balance is 75, stock remaining is 25
Depot C 25 traded 1 product C for 6$. New balance is 81, stock remaining is 24
Depot C 25 traded 1 product C for 6$. New balance is 87, stock remaining is 23
Depot C 25 traded 1 product C for 6$. New balance is 93, stock remaining is 22
Depot C 25 traded 1 product C for 6$. New balance is 99, stock remaining is 21
Depot C 25 traded 1 product C for 6$. New balance is 105, stock remaining is 20
Depot C 25 traded 1 product C for 6$. New balance is 111, stock remaining is 19
Depot C 25 traded 1 product C for 6$. New balance is 117, stock remaining is 18
Depot C 25 traded 1 product C for 6$. New balance is 123, stock remaining is 17
Depot C 25 traded 1 product C for 6$. New balance is 129, stock remaining is 16
Depot C 25 traded 1 product C for 6$. New balance is 135, stock remaining is 15
Depot C 26 traded 1 product C for 16$. New balance is 78, stock remaining is 33
Depot C 26 traded 1 product C for 16$. New balance is 94, stock remaining is 32
Depot C 26 traded 1 product C for 16$. New balance is 110, stock remaining is 31
Depot C 26 traded 1 product C for 16$. New balance is 126, stock remaining is 30
Depot C 26 traded 1 product C for 16$. New balance is 142, stock remaining is 29
Depot C 26 traded 1 product C for 16$. New balance is 158, stock remaining is 28
Depot C 26 traded 1 product C for 16$. New balance is 174, stock remaining is 27
Depot C 26 traded 1 product C for 16$. New balance is 190, stock remaining is 26
Depot C 26 traded 1 product C for 16$. New balance is 206, stock remaining is 25
Depot C 26 traded 1 product C for 16$. New balance is 222, stock remaining is 24
Depot C 26 traded 1 product C for 16$. New balance is 238, stock remaining is 23
Depot C 26 traded 1 product C for 16$. New balance is 254, stock remaining is 22
Depot C 26 traded 1 product C for 16$. New balance is 270, stock remaining is 21
Depot C 26 traded 1 product C for 16$. New balance is 286, stock remaining is 20
Depot C 26 traded 1 product C for 16$. New balance is 302, stock remaining is 19
Depot C 26 traded 1 product C for 16$. New balance is 318, stock remaining is 18
Depot C 26 traded 1 product C for 16$. New balance is 334, stock remaining is 17
Depot C 26 traded 1 product C for 16$. New balance is 350, stock remaining is 16
Depot C 26 traded 1 product C for 16$. New balance is 366, stock remaining is 15
Depot C 27 traded 1 product C for 4$. New balance is 65, stock remaining is 27
Depot C 27 traded 1 product C for 4$. New balance is 69, stock remaining is 26
Depot C 27 traded 1 product C for 4$. New balance is 73, stock remaining is 25
Depot C 27 traded 1 product C for 4$. New balance is 77, stock remaining is 24
Depot C 27 traded 1 product C for 4$. New balance is 81, stock remaining is 23
Depot C 27 traded 1 product C for 4$. New balance is 85, stock remaining is 22
Depot C 27 traded 1 product C for 4$. New balance is 89, stock remaining is 21
Depot C 27 traded 1 product C for 4$. New balance is 93, stock remaining is 20
Depot C 27 traded 1 product C for 4$. New balance is 97, stock remaining is 19
Depot C 27 traded 1 product C for 4$. New balance is 101, stock remaining is 18
Depot C 27 traded 1 product C for 4$. New balance is 105, stock remaining is 17
Depot C 27 traded 1 product C for 4$. New balance is 109, stock remaining is 16
Depot C 27 traded 1 product C for 4$. New balance is 113, stock remaining is 15
Depot C 28 traded 1 product C for 6$. New balance is 80, stock remaining is 19
Depot C 28 traded 1 product C for 6$. New balance is 86, stock remaining is 18
Depot C 28 traded 1 product C for 6$. New balance is 92, stock remaining is 17
Depot C 28 traded 1 product C for 6$. New balance is 98, stock remaining is 16
Depot C 28 traded 1 product C for 6$. New balance is 104, stock remaining is 15
Depot C 29 traded 1 product C for 10$. New balance is 100, stock remaining is 22
Depot C 29 traded 1 product C for 10$. New balance is 110, stock remaining is 21
Depot C 29 traded 1 product C for 10$. New balance is 120, stock remaining is 20
Depot C 29 traded 1 product C for 10$. New balance is 130, stock remaining is 19
Depot C 29 traded 1 product C for 10$. New balance is 140, stock remaining is 18
